station	dist_coast	latitude	longitude	elevation	state	name
USC00055706	951.1560000000001	37.5811	-106.1872	2344.5	CO	MONTE VISTA 2W
USW00003919	1036.39	38.8	-97.65	386.8	KS	SALINA MUNI AP
USC00323686	1103.72	48.2675	-100.8439	460.2	ND	GRANVILLE
USC00213282	801.102	47.7517	-90.3578	186.5	MN	GRAND MARAIS
USC00241730	982.1189999999999	48.1731	-109.0044	1024.1	MT	CHINOOK 35SE
USC00408238	611.535	36.1661	-86.7247	123.4	TN	SHELBY BOTTOMS NATURE
USC00083874	15.6793	29.7653	-81.4697	3.0	FL	HASTINGS 4NE
USC00055025	1288.75	39.7556	-103.4986	1478.6	CO	LINDON 5 WNW
USC00469011	291.953	37.5436	-80.5336	643.1	WV	UNION 3 SSE
USC00290640	606.547	34.075	-107.6211	2133.6	NM	AUGUSTINE 2E
USC00046333	3.5798699999999997	37.8	-122.2667	10.7	CA	OAKLAND CITY HALL
USC00183855	39.7233	39.0	-77.25	61.0	MD	GREAT FALLS
USC00030832	565.877	35.0931	-93.9258	182.9	AR	BOONEVILLE 3 SSE
USC00408868	505.26800000000003	36.465	-83.5603	416.1	TN	TAZEWELL
USC00176927	79.0612	45.45	-68.1667	189.0	ME	PRENTISS
USC00344820	521.224	34.6333	-94.8167	793.1	OK	KIAMICHI TWR
USC00307742	38.2578	41.3333	-73.8333	128.0	NY	SHRUB OAK
USC00475863	852.378	45.7833	-88.7	469.4	WI	NEWALD 4 N
USC00235541	987.321	39.1756	-91.8861	244.4	MO	MEXICO
USC00172868	148.041	46.8	-67.7667	92.0	ME	FT FAIRFIELD 5 NE
USC00442809	20.5617	38.8167	-77.1	75.9	VA	EPISCOPAL HIGH SCHOOL
USC00421020	717.945	37.53	-110.7203	1164.9	UT	BULLFROG BASIN
USC00363761	121.057	41.4667	-75.1833	366.1	PA	HAWLEY 1 S WALLEN DAM
USC00116837	1013.24	39.6222	-90.8058	204.2	IL	PITTSFIELD #2
USC00045571	212.697	38.8167	-120.0167	1973.0	CA	MEYERS 4 SW
USC00177174	139.885	45.8833	-69.1833	294.1	ME	RIPOGENUS DAM
USC00265168	358.37699999999995	38.3844	-118.1056	1391.7	NV	MINA
USC00470773	989.742	45.5556	-90.9592	371.9	WI	BIG FALLS HYDRO
USC00415398	163.327	31.1333	-95.45	92.0	TX	LOVELADY
USC00045082	2.25779	33.7667	-118.2	9.1	CA	LONG BEACH PUB SVC
USC00331600	334.05300000000005	39.8	-80.8333	195.1	OH	CLARINGTON LOCK 14
USW00014712	77.1485	40.3667	-75.9667	103.9	PA	READING SPAATZ FLD
USC00399337	1309.09	45.4081	-96.86	353.6	SD	WILMOT
CA007013100	107.238	46.67	-72.6	145.0		HEROUXVILLE
USC00427395	1024.46	40.2878	-109.9586	1528.3	UT	ROOSEVELT RADIO
USC00402836	540.925	36.4667	-84.2667	366.1	TN	ELK VALLEY 2 SW
USC00463215	172.49900000000002	38.6756	-79.3092	579.1	WV	FRANKLIN 2 NE
CA007017755	242.327	45.65	-73.88	61.0		STE THERESE OUEST
USC00142872	1102.11	39.7069	-96.4186	360.9	KS	FRANKFORT
USC00172700	136.352	45.2172	-70.4825	384.0	ME	EUSTIS
USC00248087	623.7819999999999	47.9203	-113.8394	944.9	MT	SWAN LAKE
USW00013907	383.39099999999996	32.75	-96.9667	149.0	TX	DALLAS HENSLEY FLD AFB
USC00353770	130.5	45.4486	-122.1547	228.0	OR	HEADWORKS PORTLAND WTR
USC00067970	9.69782	41.1247	-73.5475	57.9	CT	STAMFORD 5 N
USC00387683	140.19899999999998	33.8089	-80.9019	23.5	SC	SANDY RUN 3ENE
USC00295560	633.0740000000001	35.3364	-108.4447	2438.4	NM	MCGAFFEY 5 SE
USC00415271	106.70200000000001	30.7394	-94.9256	54.3	TX	LIVINGSTON 2 NNE
USC00331353	573.2040000000001	41.55	-82.85	182.9	OH	CATAWBA ISLAND 1 SW
USC00128784	779.076	40.2233	-86.1086	272.8	IN	TIPTON 5 SW
USW00012918	21.8295	29.6381	-95.2819	13.4	TX	HOUSTON HOBBY AP
USC00478827	1149.79	43.5594	-90.8761	382.5	WI	VIROQUA
USC00446979	0.130161	38.5	-77.3167	3.0	VA	QUANTICO 1 S
USC00264651	456.725	36.6167	-114.4833	429.8	NV	LOGANDALE
USC00210520	952.323	48.4167	-94.5667	359.7	MN	BAUDETTE 21 SSE
CA007022160	140.724	45.88	-72.48	82.0		DRUMMONDVILLE
CA003044923	872.9780000000001	49.117	-110.467	935.0	AB	ONEFOUR CDA
USC00044158	77.7748	39.35	-122.8667	685.8	CA	HULLVILLE 7 SE
USC00284635	56.8984	40.3667	-74.9472	20.7	NJ	LAMBERTVILLE
USC00264950	670.466	39.4136	-114.7733	1911.1	NV	MCGILL
USC00052223	1199.14	39.7294	-105.0083	1593.5	CO	DENVER WATER DEPT
CA003034725	646.53	49.13	-113.59	1308.0		MOUNTAIN VIEW VILLAGE
USC00348390	682.549	35.5419	-97.3414	372.8	OK	SPENCER 2ENE MESONET
USC00217184	1174.77	43.8053	-91.75	234.7	MN	RUSHFORD
USC00357354	279.381	42.3414	-120.8894	1489.9	OR	ROUND GROVE
USC00293621	809.3810000000001	36.6833	-107.3667	2196.1	NM	GOVERNADOR
USW00093809	705.5830000000001	37.0422	-89.1856	95.4	IL	CAIRO 3N
USC00411870	92.1007	30.5333	-95.15	108.2	TX	COLDSPRING 5 SSW
USC00238791	891.878	38.5667	-90.3667	189.0	MO	WEBSTER GROVES
USW00003918	692.299	36.3	-92.6	214.9	AR	FLIPPIN FAA AP
USC00241297	1188.86	45.5397	-106.9597	1045.5	MT	BUSBY
USC00046685	185.459	39.7536	-121.6239	533.4	CA	PARADISE
USC00350773	23.0073	46.0	-123.3333	161.8	OR	BIRKENFELD 1 N
USC00349400	570.047	34.1678	-97.9883	282.9	OK	WAURIKA 1ENE MESONET
USC00241737	747.12	47.8206	-112.1919	1172.0	MT	CHOTEAU
USC00140020	1231.37	39.7167	-100.8	841.9	KS	ACHILLES
USC00414982	594.706	33.7542	-99.1442	355.7	TX	LAKE KEMP
USC00029634	265.861	33.595	-112.3014	345.9	AZ	YOUNGTOWN
USC00227109	390.45300000000003	34.2333	-88.8667	116.1	MS	PONTOTOC 8 E
USC00325710	1167.84	47.4825	-100.4444	587.3	ND	MC CLUSKY
USC00440937	31.026999999999997	38.05	-77.35	70.1	VA	BOWLING GREEN
USC00310090	224.03799999999998	35.3992	-80.1994	185.9	NC	ALBEMARLE
USC00349278	604.306	34.3603	-98.3006	306.3	OK	WALTERS
USC00453333	12.4823	46.3872	-123.5603	30.5	WA	GRAYS RIVER HATCHERY
USC00164739	184.426	31.4825	-91.8628	21.3	LA	JONESVILLE LOCKS
USC00116157	910.3919999999999	38.9917	-88.1828	167.6	IL	NEWTON
USW00093841	14.8135	30.7167	-87.0167	60.7	FL	WHITING FLD NAS
USC00146128	965.825	38.6133	-95.2808	280.1	KS	OTTAWA
USC00345713	511.49199999999996	34.3094	-95.8672	204.8	OK	MCGEE CREEK DAM
USC00214077	885.699	47.5933	-91.6514	530.4	MN	ISABELLA 14W
USC00130923	1344.88	43.1017	-93.8014	378.0	IA	BRITT
CA006124127	684.9069999999999	44.17	-81.62	197.0		KINCARDINE STP
USC00245603	941.585	46.1047	-110.05	1635.3	MT	MELVILLE 4 W
USC00393069	1488.56	44.41	-103.4775	1005.8	SD	FT MEADE
CA008104937	2.65672	45.22	-67.25	26.0		ST STEPHEN (AUT)
USC00093915	310.78700000000003	33.0286	-84.735	292.6	GA	GREENVILLE
USC00175314	149.391	46.3	-68.8333	235.0	ME	MILLINOCKET DAM
USC00031730	343.167	33.1111	-91.9481	54.9	AR	CROSSETT 2 SSE
CA007027302	156.424	45.88	-72.77	44.0		ST GUILLAUME
USC00420113	732.32	38.3667	-112.2667	2055.9	UT	ALUNITE
USC00022669	329.80800000000005	31.35	-109.5833	1211.0	AZ	DOUGLAS SMELTER
USC00219059	1036.83	47.4306	-94.0586	400.8	MN	WINNIBIGOSHISH DAM
USC00237506	811.913	37.6331	-91.5364	365.8	MO	SALEM
USC00210934	1120.75	46.3667	-94.1833	371.9	MN	BRAINERD
CA001153034	519.706	49.52	-115.47	856.0		FT STEELE DANDY CRK
USC00225070	108.36399999999999	31.1631	-90.8944	105.2	MS	LIBERTY 5 W
USC00266754	489.917	40.1333	-117.2667	1464.0	NV	REESE VALLEY SMITH
USC00248390	469.296	48.4806	-115.9061	588.0	MT	TROY
USC00413047	251.774	31.7322	-96.2078	131.7	TX	FAIRFIELD 3W
USC00381093	5.02431	33.5214	-79.0975	6.1	SC	BROOKGREEN GARDENS
USC00325186	1243.8	46.0725	-97.1461	342.9	ND	LIDGERWOOD
USC00419191	748.7330000000001	34.3956	-100.8972	710.2	TX	TURKEY
USC00252741	1326.82	40.4181	-101.5147	938.2	NE	ENDERS LAKE
USC00438160	185.033	43.0908	-73.1244	274.3	VT	SUNDERLAND 2
USC00279903	90.3674	43.9167	-71.35	335.9	NH	WONALANCET
USC00045795	2.7229900000000002	36.5903	-121.91	117.3	CA	MONTEREY
USC00341706	624.112	34.4225	-98.6497	349.9	OK	CHATTANOOGA
USC00325220	1209.7	46.4386	-97.6856	337.4	ND	LISBON
USC00143946	1084.46	38.2833	-100.65	857.1	KS	IMPERIAL
USC00437032	257.07599999999996	44.8592	-73.0911	115.8	VT	ST ALBANS RADIO
CA001012055	24.072	48.83	-124.05	171.0		COWICHAN LAKE VILLAGE
USC00166394	9.951189999999999	29.6833	-91.1761	1.5	LA	MORGAN CITY
USC00310576	12.7319	35.1311	-76.8161	1.5	NC	BAYBORO 3 SW
USC00255860	1538.16	42.65	-101.1667	939.1	NE	NENZEL 20 S
USC00026571	379.051	34.3833	-111.4667	1662.1	AZ	PINE
USC00332974	582.1419999999999	41.3331	-83.1189	182.9	OH	FREMONT
USC00450564	3.83911	48.7833	-122.4833	43.0	WA	BELLINGHAM 2 N
USC00308625	281.624	42.8333	-76.0333	396.2	NY	TULLY 4 NE
USC00419800	345.23400000000004	32.7019	-96.015	158.5	TX	WILLS POINT
USC00047912	16.8214	37.35	-121.9333	27.1	CA	SANTA CLARA UNIV
USC00361810	288.401	41.7392	-77.9711	655.3	PA	COUDERSPORT 7SE
USC00161601	21.4696	29.8667	-92.85	3.0	LA	CATFISH POINT
USW00012867	1.1779700000000002	28.2333	-80.6	3.0	FL	COCOA BEACH PATRICK AFB
USC00395620	1589.51	43.3061	-100.6558	788.5	SD	MISSION
USW00014855	975.075	42.0833	-87.8333	196.9	IL	GLENVIEW NAS
USC00041916	168.34799999999998	39.3308	-121.1922	181.4	CA	COLGATE PH
USC00305798	3.7776300000000003	40.6	-73.9667	6.1	NY	NEW YORK BENSONHURST
USC00293626	612.9169999999999	35.3333	-108.75	2226.9	NM	GOWER
USC00420810	1026.34	40.0333	-109.1167	1738.9	UT	BONANZA PUMPING STN
USC00450845	373.56	48.9833	-117.35	793.1	WA	BOUNDARY DAM 1 W
USC00160945	50.9972	30.7808	-89.8567	30.5	LA	BOGALUSA
USC00350471	3.04993	43.1497	-124.4019	6.1	OR	BANDON 2 NNE
USC00118604	1080.34	41.2667	-89.4667	195.1	IL	TISKILWA 2 SE
USC00189400	26.7894	38.95	-76.8833	49.1	MD	WEST LANHAM HILLS
USC00215989	1012.22	47.8358	-94.2556	431.3	MN	NORTHOME 3S
USC00238664	813.189	37.29	-94.6042	274.0	MO	WACO 4N
USC00460509	208.636	38.5311	-79.7714	922.0	WV	BARTOW 1S
USC00300343	388.68	42.9203	-77.7558	166.1	NY	AVON
USC00030830	570.314	35.15	-93.9167	156.1	AR	BOONEVILLE 3 SSE
USC00286964	55.4377	40.0136	-74.8178	15.2	NJ	PHILADELPHIA MT HOLLY
USC00145152	988.477	38.3772	-97.6097	463.3	KS	MCPHERSON
USC00349575	617.3290000000001	35.1314	-96.5389	280.4	OK	WEWOKA  3 SW
USW00093842	254.55	32.5161	-84.9422	119.5	GA	COLUMBUS METRO AP
USC00423896	896.346	39.4833	-111.0167	2218.9	UT	HIAWATHA
USC00100525	484.64599999999996	47.25	-115.8	759.0	ID	AVERY RS
USC00418996	52.4216	29.4822	-95.6314	21.3	TX	THOMPSONS 3 WSW
USC00448737	26.4584	38.9	-77.2664	127.4	VA	VIENNA
USC00254432	1560.69	42.9503	-100.945	926.6	NE	KILGORE 1NE
USC00169865	152.19299999999998	31.1167	-92.4667	35.4	LA	WOODWORTH 2 SE
USW00013729	221.234	38.8853	-79.8528	603.2	WV	ELKINS RANDOLPH CO AP
USC00448448	120.413	38.65	-78.7167	305.1	VA	TIMBERVILLE 3 E
USC00381310	162.502	34.2428	-80.6564	42.7	SC	CAMDEN 3 W
USC00412906	173.82299999999998	27.9775	-99.3847	166.1	TX	ENCINAL
USW00023258	96.0364	37.6242	-120.9506	22.3	CA	MODESTO CITY CO AP
USC00048122	126.58200000000001	35.4867	-119.1458	123.1	CA	SHAFTER 6E
USC00411528	212.271	28.3392	-99.6328	170.7	TX	CATARINA
USC00023250	601.1659999999999	36.9414	-112.5258	1421.0	AZ	FREDONIA
USC00297651	738.837	33.35	-105.6667	2114.4	NM	RUIDOSO 2
USC00178974	43.3171	45.5608	-67.4303	128.0	ME	VANCEBORO NO 2
USC00045080	2.25779	33.7611	-118.1969	6.1	CA	LONG BEACH AQUARIUM
USC00086240	3.6755400000000003	30.5317	-86.4928	18.3	FL	NICEVILLE
USC00142401	910.355	37.8183	-96.8444	393.2	KS	EL DORADO
USC00417463	445.76300000000003	33.3333	-97.05	182.9	TX	RAY ROBERTS LAKE
USC00369503	23.0036	39.8	-75.8	136.9	PA	WEST GROVE 1 SE
USC00408246	543.377	35.4922	-86.4775	231.6	TN	SHELBYVILLE WATER DEPT
USC00022527	406.175	35.2947	-113.3664	1674.0	AZ	DIAMOND M RANCH
USC00318158	367.716	36.4819	-81.0931	915.9	NC	SPARTA 2 SE
USC00044812	190.24900000000002	39.6833	-121.4833	156.1	CA	LAS PLUMAS
USC00194580	30.2049	42.4292	-71.4425	62.5	MA	MAYNARD 2
USC00049452	128.168	35.5892	-119.3519	88.7	CA	WASCO
USC00472844	1050.96	42.55	-88.5833	320.0	WI	FONTANA
USC00477052	1110.33	43.5231	-90.0003	282.2	WI	REEDSBURG
USC00411398	310.96299999999997	29.6703	-100.0097	451.1	TX	CAMP WOOD
USC00052790	1174.73	39.6381	-105.315	2129.0	CO	EVERGREEN
USC00114489	947.855	39.1053	-90.3419	192.0	IL	JERSEYVILLE 2 SW
USC00083956	74.6334	29.8286	-82.5972	19.8	FL	HIGH SPRINGS
USC00349629	657.7230000000001	34.7325	-98.7125	507.5	OK	WICHITA MTN WR
USC00043747	152.41299999999998	36.3158	-119.6369	72.2	CA	HANFORD 1 S
USC00102676	960.437	43.7306	-111.1125	1865.4	ID	DRIGGS
USC00044156	72.8605	39.4167	-122.95	588.9	CA	HULLVILLE
USC00125174	914.418	41.2647	-87.4178	202.7	IN	LOWELL
USC00101017	624.827	43.7383	-116.2022	1184.1	ID	BOISE 7 N
USC00240755	609.177	47.875	-114.0331	887.0	MT	BIGFORK 13 S
USC00219093	1265.85	44.5333	-94.3667	-999.9	MN	WINTHROP
USC00055414	1098.51	40.0239	-107.4336	2377.4	CO	MARVINE RCH
USC00189314	15.675999999999998	39.1667	-76.7833	70.1	MD	WATERLOO POLICE BRCK
USC00211776	947.947	47.8667	-93.0667	400.8	MN	COOK 18 W
USW00014852	407.81800000000004	41.2544	-80.6739	359.7	OH	YOUNGSTOWN RGNL AP
USC00041911	250.363	38.5167	-119.4667	1617.0	CA	COLEVILLE 4 SE
USC00450844	373.56	48.9947	-117.3544	559.9	WA	BOUNDARY DAM
USC00101551	765.395	42.5503	-114.8661	1165.9	ID	CASTLEFORD 2 N
USC00048839	96.9245	35.0233	-118.7497	434.3	CA	TEJON RANCHO
USC00051528	1139.68	39.2203	-105.2783	2097.0	CO	CHEESMAN
USC00341544	481.282	34.2661	-94.7753	396.2	OK	CARTER TWR
USC00034839	410.871	33.6772	-93.9903	96.3	AR	MILLWOOD DAM
USC00265441	252.26	39.3422	-119.8636	2205.2	NV	MT ROSE CHRISTMAS TREE
USC00307633	1.0775700000000001	40.9586	-73.1047	12.2	NY	SETAUKET STRONG
USC00235207	673.7080000000001	36.5994	-89.9894	88.4	MO	MALDEN MUNI AP
USC00021654	373.673	34.7569	-112.4567	1447.8	AZ	CHINO VALLEY
USC00134620	1185.31	43.3633	-91.2161	196.0	IA	LANSING
USC00052048	892.074	37.0167	-106.45	3052.6	CO	CUMBRES
USC00011099	498.811	34.9786	-85.8008	204.2	AL	BRIDGEPORT 5 NW
CA003034596	689.8919999999999	49.8	-113.15	945.0		MONARCH
USC00412121	698.6339999999999	33.6517	-101.245	917.4	TX	CROSBYTON
USC00046336	3.5798699999999997	37.7983	-122.2642	9.1	CA	OAKLAND MUSEUM
USC00116526	1036.58	41.3283	-88.9106	160.0	IL	OTTAWA 5SW
USC00316565	397.876	36.45	-81.6667	1204.9	NC	PARKER 1 E
USW00093843	101.939	31.2333	-85.4333	97.8	AL	DOTHAN FAA AP
USC00420061	932.9989999999999	40.4644	-111.7708	1545.3	UT	ALPINE
USC00332976	582.965	41.3119	-83.1719	202.4	OH	FREMONT AG STN
USC00417685	216.092	30.6431	-97.0372	160.9	TX	ROCKDALE
USC00442600	264.30400000000003	37.6658	-80.2442	620.9	VA	EARLEHURST
USC00423320	848.285	40.05	-112.6667	1610.0	UT	GOVERNMENT CREEK
USC00341684	685.25	35.7061	-96.88	292.0	OK	CHANDLER
USC00152908	557.578	38.4167	-83.75	267.9	KY	FLEMINGSBURG 1 SW
USW00013728	222.269	36.5728	-79.3361	174.0	VA	DANVILLE RGNL AP
USC00059265	1138.15	40.1561	-106.9092	2394.8	CO	YAMPA
USC00204328	802.791	46.4864	-88.8917	355.7	MI	KENTON
USW00023259	5.074669999999999	36.5881	-121.8453	50.3	CA	MONTEREY PENINSUL AP
USC00114447	1010.46	39.7133	-90.2286	182.9	IL	JACKSONVILLE 2
USC00394766	1503.94	44.0644	-99.4603	445.0	SD	LAKE SHARPE PROJECT
USC00231924	1097.21	39.8536	-94.7078	277.4	MO	COSBY 2W
USC00440327	53.9618	37.75	-77.4833	67.1	VA	ASHLAND
USC00047957	15.9433	34.3119	-119.1331	72.2	CA	SANTA PAULA
USC00296435	658.047	32.3789	-106.0925	1286.6	NM	OROGRANDE
USC00091500	115.37200000000001	31.1903	-84.2036	53.3	GA	CAMILLA 3SE
USC00242812	640.23	48.2828	-113.6061	1173.5	MT	ESSEX
USC00114317	898.512	39.1139	-87.6564	134.1	IL	HUTSONVILLE
USC00054542	1110.5	37.2	-103.4833	1770.9	CO	KIM 5 SW
USC00245045	1281.3	47.2253	-105.1522	819.9	MT	LINDSAY
USC00304174	272.123	42.4492	-76.4492	292.6	NY	ITHACA CORNELL UNIV
USC00302934	374.92199999999997	44.0333	-75.7667	192.0	NY	FT DRUM
USC00415272	293.017	30.7425	-98.6542	310.9	TX	LLANO
USC00451992	52.3804	48.26	-121.6036	167.6	WA	DARRINGTON RS
USC00042709	37.6965	32.8839	-116.8164	182.9	CA	EL CAPITAN DAM
USC00470735	1022.01	43.9667	-88.95	238.0	WI	BERLIN LOCK
USC00341891	744.28	36.3167	-96.4667	244.1	OK	CLEVELAND 1
USC00308627	279.883	42.7603	-76.0803	578.8	NY	TULLY HEIBERG FOREST
USC00315945	237.365	35.4117	-80.4308	225.6	NC	MT PLEASANT
USC00262096	693.77	40.2667	-114.75	1773.9	NV	CURRIE HWY STN
USC00410569	29.9285	28.9797	-95.975	15.8	TX	BAY CITY WTR WKS
USC00251578	1575.43	42.8367	-102.9528	1055.5	NE	CHADRON 3NE
USW00014853	661.877	42.2333	-83.5333	236.8	MI	DETROIT WILLOW RUN AP
USC00293624	718.577	32.3167	-105.1	1220.1	NM	GOWDY RCH
USW00093804	289.914	34.9167	-81.95	248.1	SC	SPARTANBURG WB AP
USC00246640	596.258	47.6775	-114.2419	832.1	MT	POLSON KERR DAM
USW00024207	10.728	47.15	-122.4833	88.1	WA	TACOMA MCCHORD AFB
USC00411875	433.89300000000003	31.8211	-99.42	526.4	TX	COLEMAN
USC00092361	192.452	31.8453	-83.9408	74.7	GA	CRISP CO PWR DAM
USC00265440	252.26	39.35	-119.8667	2286.0	NV	MT ROSE BOWL
USC00321871	1132.96	48.9075	-103.2944	595.0	ND	CROSBY
USC00330563	587.628	40.3533	-83.7747	361.2	OH	BELLEFONTAINE
USC00319191	83.7775	36.4333	-77.6	24.1	NC	WELDON
USC00392557	1502.26	43.3728	-103.8778	1100.3	SD	EDGEMONT
CA006142400	581.816	43.73	-80.33	418.0		FERGUS SHAND DAM
CA003033890	716.872	49.7	-112.767	910.0	AB	LETHBRIDGE CDA
USC00203712	707.0880000000001	42.4344	-83.9858	271.3	MI	HELL
USW00094008	1156.75	48.2064	-106.6242	693.7	MT	GLASGOW
USC00208080	677.6110000000001	42.0028	-83.9336	237.7	MI	TECUMSEH
USW00093198	551.133	37.05	-113.5167	882.7	UT	ST GEORGE CAA AP
USC00441999	280.541	37.0864	-80.1422	819.9	VA	COPPER HILL
CA006055378	530.523	47.25	-84.6	-999.0		MONTREAL RIVER (AUT)
USC00044297	235.736	34.1472	-115.1219	281.0	CA	IRON MTN
USC00381633	230.324	34.6847	-81.1958	170.7	SC	CHESTER 1 SE
USC00343820	719.645	35.8489	-97.4797	329.8	OK	GUTHRIE 4WSW MESONET
USC00261415	603.696	40.915	-116.3175	1987.3	NV	CARLIN NEWMONT MINE
USC00097860	2.25857	32.0	-80.85	3.0	GA	SAVANNAH BEACH
USC00413981	952.6619999999999	35.8656	-102.3319	1190.2	TX	HARTLEY 4 ESE
USC00341685	678.86	35.6528	-96.8042	290.8	OK	CHANDLER 5SE MESONET
USC00329400	1151.9	48.6631	-103.2131	688.8	ND	WILDROSE 3NW
USC00467883	291.955	39.2833	-80.5667	320.0	WV	SALEM
USC00314063	266.373	35.9672	-79.9722	274.3	NC	HIGH POINT
USC00326025	1076.09	48.7603	-101.5089	500.2	ND	MOHALL
USC00335747	469.425	40.0875	-82.4128	254.5	OH	NEWARK WATER WKS
USC00114837	1006.29	42.4308	-88.0594	256.0	IL	LAKE VILLA 2NE
USC00357823	98.04799999999999	45.0058	-122.7739	124.4	OR	SILVERTON
USC00367477	298.328	41.4197	-78.7492	414.5	PA	RIDGWAY
CA007016816	151.998	46.53	-73.15	183.0		ST ALEXIS DES MONTS
USC00315300	1.95232	35.9167	-75.6833	3.0	NC	MANTEO
USC00240056	804.0010000000001	47.0167	-111.6	1585.9	MT	ADEL
USC00091448	249.34900000000002	32.6694	-83.7453	149.4	GA	BYRON EXP STN
USC00301664	377.324	44.5842	-74.9572	176.8	NY	COLTON 2 N
USW00013903	543.379	34.3	-97.0167	221.9	OK	ARDMORE AFB
USC00151345	679.16	38.6583	-85.1456	137.2	KY	CARROLLTON LOCK 1
USC00040924	195.3	33.6131	-114.5972	81.7	CA	BLYTHE
USC00254100	1493.99	42.0	-101.75	1149.1	NE	HYANNIS
USC00347570	727.318	35.1228	-99.36	538.0	OK	RETROP 2S MESONET
USC00117551	1062.61	40.1347	-90.4792	203.9	IL	RUSHVILLE 4NE
USC00064488	47.3835	41.7569	-72.1856	76.2	CT	MANSFIELD HOLLOW LAKE
USC00414693	297.44599999999997	32.6664	-94.1781	77.7	TX	KARNACK
USC00263957	457.256	40.6564	-118.1631	1298.4	NV	IMLAY
USC00360560	118.714	40.8619	-75.6428	224.0	PA	BELTZVILLE DAM
USC00392927	1389.23	45.0364	-99.1342	478.5	SD	FAULKTON 1 NW
USC00416636	540.174	33.3733	-98.7664	364.2	TX	OLNEY
USC00262091	603.3330000000001	38.8	-115.35	1902.9	NV	CURRANT HWY STN
USC00160639	199.05700000000002	31.6333	-92.1833	60.0	LA	BELAH FIRE TWR
USC00341648	555.809	34.6008	-96.3131	216.4	OK	CENTRAHOMA 2 ESE
USW00014850	814.258	44.7408	-85.5825	188.4	MI	TRAVERSE CITY CHERRY CPTL AP
USC00022525	431.023	35.8833	-114.0	1097.9	AZ	DIAMOND BAR RCH
USC00130608	1184.81	42.2611	-90.423	183.8	IA	BELLEVUE L&D 12
USC00325078	1056.77	48.2881	-99.4317	466.3	ND	LEEDS
USW00093805	32.3087	30.3975	-84.3289	19.2	FL	TALLAHASSEE
USC00325660	1091.67	47.4989	-97.3514	288.3	ND	MAYVILLE
USC00126830	894.046	40.0739	-87.5067	193.2	IN	PERRYSVILLE 4 WNW
USC00340010	633.9209999999999	34.8083	-98.0233	396.8	OK	ACME MESONET
USC00405862	596.84	36.15	-88.5167	159.1	TN	MC KENZIE
USC00249023	907.956	46.0306	-110.5056	1787.7	MT	WILSALL 8 ENE
USC00354732	19.3676	42.9833	-124.25	38.1	OR	LANGLOIS 5 NNE
CA006103367	453.397	44.43	-76.7	160.0		HARTINGTON IHD
USC00260282	469.86400000000003	39.9642	-117.4342	1493.5	NV	ANTELOPE VALLEY FARR
CA001106CL2	12.4521	49.28	-122.88	130.0		PORT MOODY GLENAYRE
USC00388181	288.615	34.95	-81.9	242.3	SC	SPARTANBURG
USC00445150	75.7511	38.3683	-78.2503	175.9	VA	MADISON
USC00183850	39.7233	39.0	-77.25	61.0	MD	GREAT FALLS
USC00045866	3.33068	35.3672	-120.8456	35.1	CA	MORRO BAY FIRE DEPT
USW00093845	101.71	30.7825	-83.2767	60.4	GA	VALDOSTA RGNL AP
USC00060299	70.9967	41.9211	-72.9644	214.9	CT	BARKHAMSTED
USC00331072	593.431	40.8128	-83.6111	291.1	OH	BUCYRUS
USC00272284	82.4054	43.0667	-71.8167	241.1	NH	EAST DEERING
USC00314764	347.47	35.4206	-82.1878	317.0	NC	LAKE LURE 2
USC00343821	713.078	35.8161	-97.395	338.3	OK	GUTHRIE 5S
USC00354329	451.91900000000004	45.3456	-117.2247	1298.4	OR	JOSEPH
USC00368668	156.039	40.8533	-76.7892	175.3	PA	SUNBURY
USC00242857	764.42	47.6153	-111.9855	1214.0	MT	FAIRFIELD
USC00394025	1382.67	45.2406	-99.7744	583.4	SD	HOVEN
USC00123093	760.3910000000001	39.4947	-86.0239	228.3	IN	FRANKLIN 2 E
USC00212916	1056.92	47.5636	-95.7244	399.3	MN	FOSSTON 1 E
USC00300937	418.45300000000003	43.2	-77.9333	163.1	NY	BROCKPORT
USC00356662	257.255	43.7833	-120.95	1902.9	OR	PINE MTN OBSY
USC00454769	42.3928	46.1506	-122.9164	3.7	WA	LONGVIEW
USC00085793	22.0354	30.7794	-87.1414	66.1	FL	MILTON EXP STN
USC00347952	756.6410000000001	35.3061	-99.6275	579.1	OK	SAYRE
USC00413289	420.548	32.8472	-97.4761	187.5	TX	FT WORTH NATURE CTR
USC00418523	924.33	36.1981	-101.1847	943.4	TX	SPEARMAN
USW00013902	680.117	34.65	-99.2667	413.9	OK	ALTUS AFB
USC00331458	463.48199999999997	41.5833	-81.1833	344.4	OH	CHARDON
USC00127069	691.212	40.4175	-84.9925	277.4	IN	PORTLAND 1 SW
USC00224776	294.079	33.0583	-89.5797	125.0	MS	KOSCIUSKO
USC00304575	173.25799999999998	42.4486	-74.4653	335.3	NY	LANSING MANOR
USC00358997	419.273	45.5722	-117.5314	890.9	OR	WALLOWA
USC00303177	339.12300000000005	42.8833	-77.0	180.1	NY	GENEVA EXP STN
USC00415274	53.093	26.2	-97.95	26.2	TX	LLANO GRANDE
USC00160989	311.293	32.8833	-91.6667	-999.9	LA	BONITA 3 S
USC00018812	399.111	34.2447	-86.9586	293.2	AL	WEST POINT
USC00417327	471.92699999999996	32.3664	-99.1925	496.8	TX	PUTNAM
